"ID","Sex","Age","CausesOfDeath","Year","Deaths"
2070621,"Female","Total","GenitourinarySystem",2003,1754
2070622,"Female","Total","GenitourinarySystem",2004,1662
2070623,"Female","Total","GenitourinarySystem",2005,1670
2070624,"Female","Total","GenitourinarySystem",2006,1901
2070625,"Female","Total","GenitourinarySystem",2007,1769
2070626,"Female","Total","GenitourinarySystem",2008,1934
2070627,"Female","Total","GenitourinarySystem",2009,1790
2070628,"Female","Total","GenitourinarySystem",2010,2044
2070629,"Female","Total","GenitourinarySystem",2011,2076
2070630,"Female","Total","GenitourinarySystem",2012,2137
2070631,"Female","Total","GenitourinarySystem",2013,1702
2070632,"Female","Total","GenitourinarySystem",2014,1727
2070633,"Female","Total","GenitourinarySystem",2015,1852
2070634,"Female","Total","GenitourinarySystem",2016,1766
2070635,"Female","Total","GenitourinarySystem",2017,1819
2070636,"Female","Total","GenitourinarySystem",2018,1755
2070637,"Female","Total","GenitourinarySystem",2019,1741
2070638,"Female","Total","GenitourinarySystem",2020,1728
2070639,"Female","Total","GenitourinarySystem",2021,1865
2072772,"Female","Total","Pregnancy+Childbirth",1996,23
2072773,"Female","Total","Pregnancy+Childbirth",1997,15
2072774,"Female","Total","Pregnancy+Childbirth",1998,23
2072775,"Female","Total","Pregnancy+Childbirth",1999,19
2072776,"Female","Total","Pregnancy+Childbirth",2000,18
2072777,"Female","Total","Pregnancy+Childbirth",2001,14
2072778,"Female","Total","Pregnancy+Childbirth",2002,20
2072779,"Female","Total","Pregnancy+Childbirth",2003,8
2072780,"Female","Total","Pregnancy+Childbirth",2004,10
2072781,"Female","Total","Pregnancy+Childbirth",2005,16
2072782,"Female","Total","Pregnancy+Childbirth",2006,15
2072783,"Female","Total","Pregnancy+Childbirth",2007,9
2072784,"Female","Total","Pregnancy+Childbirth",2008,8
2072785,"Female","Total","Pregnancy+Childbirth",2009,9
2072786,"Female","Total","Pregnancy+Childbirth",2010,4
2072787,"Female","Total","Pregnancy+Childbirth",2011,3
2072788,"Female","Total","Pregnancy+Childbirth",2012,6
2072789,"Female","Total","Pregnancy+Childbirth",2013,4
2072790,"Female","Total","Pregnancy+Childbirth",2014,5
2072791,"Female","Total","Pregnancy+Childbirth",2015,6
2072792,"Female","Total","Pregnancy+Childbirth",2016,6
2072793,"Female","Total","Pregnancy+Childbirth",2017,3
2072794,"Female","Total","Pregnancy+Childbirth",2018,5
2072795,"Female","Total","Pregnancy+Childbirth",2019,9
2072796,"Female","Total","Pregnancy+Childbirth",2020,2
2072797,"Female","Total","Pregnancy+Childbirth",2021,5
2074774,"Female","Total","Perinatal",1996,222
2074775,"Female","Total","Perinatal",1997,172
2074776,"Female","Total","Perinatal",1998,202
2074777,"Female","Total","Perinatal",1999,221
2074778,"Female","Total","Perinatal",2000,239
2074779,"Female","Total","Perinatal",2001,234
2074780,"Female","Total","Perinatal",2002,232
2074781,"Female","Total","Perinatal",2003,195
2074782,"Female","Total","Perinatal",2004,181
2074783,"Female","Total","Perinatal",2005,217
2074784,"Female","Total","Perinatal",2006,166
2074785,"Female","Total","Perinatal",2007,177
2074786,"Female","Total","Perinatal",2008,158
2074787,"Female","Total","Perinatal",2009,168
2074788,"Female","Total","Perinatal",2010,156
2074789,"Female","Total","Perinatal",2011,147
2074790,"Female","Total","Perinatal",2012,152
2074791,"Female","Total","Perinatal",2013,159
2074792,"Female","Total","Perinatal",2014,172
2074793,"Female","Total","Perinatal",2015,148
2074794,"Female","Total","Perinatal",2016,160
2074795,"Female","Total","Perinatal",2017,169
2074796,"Female","Total","Perinatal",2018,141
2074797,"Female","Total","Perinatal",2019,162
2074798,"Female","Total","Perinatal",2020,171
2074799,"Female","Total","Perinatal",2021,173
2076334,"Female","Total","CongenitalMalform",1996,295
2076335,"Female","Total","CongenitalMalform",1997,312
2076336,"Female","Total","CongenitalMalform",1998,272
2076337,"Female","Total","CongenitalMalform",1999,295
2076338,"Female","Total","CongenitalMalform",2000,292
2076339,"Female","Total","CongenitalMalform",2001,276
2076340,"Female","Total","CongenitalMalform",2002,237
2076341,"Female","Total","CongenitalMalform",2003,256
2076342,"Female","Total","CongenitalMalform",2004,259
2076343,"Female","Total","CongenitalMalform",2005,257
2076344,"Female","Total","CongenitalMalform",2006,275
2076345,"Female","Total","CongenitalMalform",2007,215
2076346,"Female","Total","CongenitalMalform",2008,223
2076347,"Female","Total","CongenitalMalform",2009,227
2076348,"Female","Total","CongenitalMalform",2010,222
2076349,"Female","Total","CongenitalMalform",2011,216
2076350,"Female","Total","CongenitalMalform",2012,205
2076351,"Female","Total","CongenitalMalform",2013,222
2076352,"Female","Total","CongenitalMalform",2014,190
2076353,"Female","Total","CongenitalMalform",2015,223
2076354,"Female","Total","CongenitalMalform",2016,221
2076355,"Female","Total","CongenitalMalform",2017,208
2076356,"Female","Total","CongenitalMalform",2018,256
2076357,"Female","Total","CongenitalMalform",2019,240
2076358,"Female","Total","CongenitalMalform",2020,208
2076359,"Female","Total","CongenitalMalform",2021,202
2078622,"Female","Total","UnclassifiedAbnorm",1996,3178
2078623,"Female","Total","UnclassifiedAbnorm",1997,3446
2078624,"Female","Total","UnclassifiedAbnorm",1998,3671
2078625,"Female","Total","UnclassifiedAbnorm",1999,3881
2078626,"Female","Total","UnclassifiedAbnorm",2000,4180
2078627,"Female","Total","UnclassifiedAbnorm",2001,4396
2078628,"Female","Total","UnclassifiedAbnorm",2002,4297
2078629,"Female","Total","UnclassifiedAbnorm",2003,3894
2078630,"Female","Total","UnclassifiedAbnorm",2004,3355
2078631,"Female","Total","UnclassifiedAbnorm",2005,3090
2078632,"Female","Total","UnclassifiedAbnorm",2006,3139
2078633,"Female","Total","UnclassifiedAbnorm",2007,2914
2078634,"Female","Total","UnclassifiedAbnorm",2008,2948
2078635,"Female","Total","UnclassifiedAbnorm",2009,2879
2078636,"Female","Total","UnclassifiedAbnorm",2010,2877
2078637,"Female","Total","UnclassifiedAbnorm",2011,2618
2078638,"Female","Total","UnclassifiedAbnorm",2012,2988
2078639,"Female","Total","UnclassifiedAbnorm",2013,2914
2078640,"Female","Total","UnclassifiedAbnorm",2014,3007
2078641,"Female","Total","UnclassifiedAbnorm",2015,3011
2078642,"Female","Total","UnclassifiedAbnorm",2016,3316
2078643,"Female","Total","UnclassifiedAbnorm",2017,3379
2078644,"Female","Total","UnclassifiedAbnorm",2018,3527
2078645,"Female","Total","UnclassifiedAbnorm",2019,3585
2078646,"Female","Total","UnclassifiedAbnorm",2020,4036
2078647,"Female","Total","UnclassifiedAbnorm",2021,4921
2081038,"Female","Total","COVID-19",2020,9392
2081039,"Female","Total","COVID-19",2021,8798
2081066,"Female","Total","ExternalCauses",1996,2193
2081067,"Female","Total","ExternalCauses",1997,2111
2081068,"Female","Total","ExternalCauses",1998,2025
2081069,"Female","Total","ExternalCauses",1999,2174
2081070,"Female","Total","ExternalCauses",2000,2146
2081071,"Female","Total","ExternalCauses",2001,2324
2081072,"Female","Total","ExternalCauses",2002,2204
2081073,"Female","Total","ExternalCauses",2003,2291
2081074,"Female","Total","ExternalCauses",2004,2182
2081075,"Female","Total","ExternalCauses",2005,2273
2081076,"Female","Total","ExternalCauses",2006,2322
2081077,"Female","Total","ExternalCauses",2007,2274
2081078,"Female","Total","ExternalCauses",2008,2403
2081079,"Female","Total","ExternalCauses",2009,2446
2081080,"Female","Total","ExternalCauses",2010,2509
2081081,"Female","Total","ExternalCauses",2011,2622
2081082,"Female","Total","ExternalCauses",2012,2944
2081083,"Female","Total","ExternalCauses",2013,2888
2081084,"Female","Total","ExternalCauses",2014,3136
2081085,"Female","Total","ExternalCauses",2015,3401
2081086,"Female","Total","ExternalCauses",2016,3646
2081087,"Female","Total","ExternalCauses",2017,3812
2081088,"Female","Total","ExternalCauses",2018,4302
2081089,"Female","Total","ExternalCauses",2019,4332
2081090,"Female","Total","ExternalCauses",2020,4581
2081091,"Female","Total","ExternalCauses",2021,4774
2090816,"Female","0","Infections",1996,12
2090817,"Female","0","Infections",1997,9
2090818,"Female","0","Infections",1998,11
2090819,"Female","0","Infections",1999,17
2090820,"Female","0","Infections",2000,18
2090821,"Female","0","Infections",2001,10
2090822,"Female","0","Infections",2002,7
2090823,"Female","0","Infections",2003,6
2090824,"Female","0","Infections",2004,4
2090825,"Female","0","Infections",2005,7
2090826,"Female","0","Infections",2006,3
2090827,"Female","0","Infections",2007,1
2090828,"Female","0","Infections",2008,7
2090829,"Female","0","Infections",2009,0
2090830,"Female","0","Infections",2010,6
2090831,"Female","0","Infections",2011,5
2090832,"Female","0","Infections",2012,4
2090833,"Female","0","Infections",2013,1
2090834,"Female","0","Infections",2014,2
2090835,"Female","0","Infections",2015,4
2090836,"Female","0","Infections",2016,8
2090837,"Female","0","Infections",2017,3
2090838,"Female","0","Infections",2018,1
2090839,"Female","0","Infections",2019,4
2090840,"Female","0","Infections",2020,0
2090841,"Female","0","Infections",2021,3
2095314,"Female","0","Neoplasms",1996,5
2095315,"Female","0","Neoplasms",1997,9
2095316,"Female","0","Neoplasms",1998,3
2095317,"Female","0","Neoplasms",1999,3
2095318,"Female","0","Neoplasms",2000,4
2095319,"Female","0","Neoplasms",2001,5
2095320,"Female","0","Neoplasms",2002,4
2095321,"Female","0","Neoplasms",2003,5
2095322,"Female","0","Neoplasms",2004,2
2095323,"Female","0","Neoplasms",2005,4
2095324,"Female","0","Neoplasms",2006,4
2095325,"Female","0","Neoplasms",2007,1
2095326,"Female","0","Neoplasms",2008,2
2095327,"Female","0","Neoplasms",2009,5
2095328,"Female","0","Neoplasms",2010,5
2095329,"Female","0","Neoplasms",2011,2
2095330,"Female","0","Neoplasms",2012,7
2095331,"Female","0","Neoplasms",2013,4
2095332,"Female","0","Neoplasms",2014,2
2095333,"Female","0","Neoplasms",2015,2
2095334,"Female","0","Neoplasms",2016,7
2095335,"Female","0","Neoplasms",2017,6
2095336,"Female","0","Neoplasms",2018,5
2095337,"Female","0","Neoplasms",2019,3
2095338,"Female","0","Neoplasms",2020,1
2095339,"Female","0","Neoplasms",2021,3
2099812,"Female","0","Endocr+Metabol",1996,3
2099813,"Female","0","Endocr+Metabol",1997,10
2099814,"Female","0","Endocr+Metabol",1998,5
2099815,"Female","0","Endocr+Metabol",1999,8
2099816,"Female","0","Endocr+Metabol",2000,6
2099817,"Female","0","Endocr+Metabol",2001,6
2099818,"Female","0","Endocr+Metabol",2002,4
2099819,"Female","0","Endocr+Metabol",2003,5
2099820,"Female","0","Endocr+Metabol",2004,2
2099821,"Female","0","Endocr+Metabol",2005,5
2099822,"Female","0","Endocr+Metabol",2006,5
2099823,"Female","0","Endocr+Metabol",2007,3
2099824,"Female","0","Endocr+Metabol",2008,6
2099825,"Female","0","Endocr+Metabol",2009,3
2099826,"Female","0","Endocr+Metabol",2010,8
2099827,"Female","0","Endocr+Metabol",2011,4
2099828,"Female","0","Endocr+Metabol",2012,2
2099829,"Female","0","Endocr+Metabol",2013,8
2099830,"Female","0","Endocr+Metabol",2014,5
2099831,"Female","0","Endocr+Metabol",2015,7
2099832,"Female","0","Endocr+Metabol",2016,4
2099833,"Female","0","Endocr+Metabol",2017,3
2099834,"Female","0","Endocr+Metabol",2018,8
2099835,"Female","0","Endocr+Metabol",2019,2
2099836,"Female","0","Endocr+Metabol",2020,10
2099837,"Female","0","Endocr+Metabol",2021,2
2101736,"Female","0","Psychological",1996,0
2101737,"Female","0","Psychological",1997,0
2101738,"Female","0","Psychological",1998,0
2101739,"Female","0","Psychological",1999,0
2101740,"Female","0","Psychological",2000,0
2101741,"Female","0","Psychological",2001,0
2101742,"Female","0","Psychological",2002,0
2101743,"Female","0","Psychological",2003,0
2101744,"Female","0","Psychological",2004,0
2101745,"Female","0","Psychological",2005,0
2101746,"Female","0","Psychological",2006,0
2101747,"Female","0","Psychological",2007,0
2101748,"Female","0","Psychological",2008,0
2101749,"Female","0","Psychological",2009,0
2101750,"Female","0","Psychological",2010,0
2101751,"Female","0","Psychological",2011,0
2101752,"Female","0","Psychological",2012,0
2101753,"Female","0","Psychological",2013,0
2101754,"Female","0","Psychological",2014,0
2101755,"Female","0","Psychological",2015,0
2101756,"Female","0","Psychological",2016,0
2101757,"Female","0","Psychological",2017,0
2101758,"Female","0","Psychological",2018,0
2101759,"Female","0","Psychological",2019,0
2101760,"Female","0","Psychological",2020,0
2101761,"Female","0","Psychological",2021,0
2103790,"Female","0","NervousSystem",1996,13
2103791,"Female","0","NervousSystem",1997,9
2103792,"Female","0","NervousSystem",1998,10
2103793,"Female","0","NervousSystem",1999,14
2103794,"Female","0","NervousSystem",2000,9
2103795,"Female","0","NervousSystem",2001,14
2103796,"Female","0","NervousSystem",2002,15
2103797,"Female","0","NervousSystem",2003,7
2103798,"Female","0","NervousSystem",2004,10
2103799,"Female","0","NervousSystem",2005,13
2103800,"Female","0","NervousSystem",2006,16
2103801,"Female","0","NervousSystem",2007,11
2103802,"Female","0","NervousSystem",2008,12
2103803,"Female","0","NervousSystem",2009,16
2103804,"Female","0","NervousSystem",2010,18
2103805,"Female","0","NervousSystem",2011,10
2103806,"Female","0","NervousSystem",2012,10
2103807,"Female","0","NervousSystem",2013,14
2103808,"Female","0","NervousSystem",2014,11
2103809,"Female","0","NervousSystem",2015,6
2103810,"Female","0","NervousSystem",2016,5
2103811,"Female","0","NervousSystem",2017,10
2103812,"Female","0","NervousSystem",2018,12
2103813,"Female","0","NervousSystem",2019,12
2103814,"Female","0","NervousSystem",2020,11
2103815,"Female","0","NervousSystem",2021,10
2105584,"Female","0","Eye+Adnexa",1996,0
2105585,"Female","0","Eye+Adnexa",1997,0
2105586,"Female","0","Eye+Adnexa",1998,0
2105587,"Female","0","Eye+Adnexa",1999,0
2105588,"Female","0","Eye+Adnexa",2000,0
2105589,"Female","0","Eye+Adnexa",2001,0
2105590,"Female","0","Eye+Adnexa",2002,0
2105591,"Female","0","Eye+Adnexa",2003,0
2105592,"Female","0","Eye+Adnexa",2004,0
2105593,"Female","0","Eye+Adnexa",2005,0
2105594,"Female","0","Eye+Adnexa",2006,0
2105595,"Female","0","Eye+Adnexa",2007,0
2105596,"Female","0","Eye+Adnexa",2008,0
2105597,"Female","0","Eye+Adnexa",2009,0
2105598,"Female","0","Eye+Adnexa",2010,0
2105599,"Female","0","Eye+Adnexa",2011,0
2105600,"Female","0","Eye+Adnexa",2012,0
2105601,"Female","0","Eye+Adnexa",2013,0
2105602,"Female","0","Eye+Adnexa",2014,0
2105603,"Female","0","Eye+Adnexa",2015,0
2105604,"Female","0","Eye+Adnexa",2016,0
2105605,"Female","0","Eye+Adnexa",2017,0
2105606,"Female","0","Eye+Adnexa",2018,0
2105607,"Female","0","Eye+Adnexa",2019,0
2105608,"Female","0","Eye+Adnexa",2020,0
2105609,"Female","0","Eye+Adnexa",2021,0
2107482,"Female","0","CirculatorySystem",1996,8
2107483,"Female","0","CirculatorySystem",1997,2
2107484,"Female","0","CirculatorySystem",1998,6
2107485,"Female","0","CirculatorySystem",1999,6
2107486,"Female","0","CirculatorySystem",2000,3
2107487,"Female","0","CirculatorySystem",2001,5
2107488,"Female","0","CirculatorySystem",2002,8
2107489,"Female","0","CirculatorySystem",2003,5
2107490,"Female","0","CirculatorySystem",2004,10
2107491,"Female","0","CirculatorySystem",2005,4
2107492,"Female","0","CirculatorySystem",2006,3
2107493,"Female","0","CirculatorySystem",2007,5
2107494,"Female","0","CirculatorySystem",2008,6
2107495,"Female","0","CirculatorySystem",2009,11
2107496,"Female","0","CirculatorySystem",2010,4
2107497,"Female","0","CirculatorySystem",2011,2
2107498,"Female","0","CirculatorySystem",2012,4
2107499,"Female","0","CirculatorySystem",2013,6
2107500,"Female","0","CirculatorySystem",2014,4
2107501,"Female","0","CirculatorySystem",2015,3
2107502,"Female","0","CirculatorySystem",2016,2
2107503,"Female","0","CirculatorySystem",2017,3
2107504,"Female","0","CirculatorySystem",2018,3
2107505,"Female","0","CirculatorySystem",2019,4
2107506,"Female","0","CirculatorySystem",2020,6
2107507,"Female","0","CirculatorySystem",2021,4
2111200,"Female","0","DigestiveSystem",1996,5
2111201,"Female","0","DigestiveSystem",1997,2
2111202,"Female","0","DigestiveSystem",1998,5
2111203,"Female","0","DigestiveSystem",1999,1
2111204,"Female","0","DigestiveSystem",2000,1
2111205,"Female","0","DigestiveSystem",2001,4
2111206,"Female","0","DigestiveSystem",2002,2
2111207,"Female","0","DigestiveSystem",2003,2
2111208,"Female","0","DigestiveSystem",2004,3
2111209,"Female","0","DigestiveSystem",2005,3
2111210,"Female","0","DigestiveSystem",2006,1
2111211,"Female","0","DigestiveSystem",2007,1
2111212,"Female","0","DigestiveSystem",2008,1
2111213,"Female","0","DigestiveSystem",2009,1
2111214,"Female","0","DigestiveSystem",2010,3
2111215,"Female","0","DigestiveSystem",2011,0
2111216,"Female","0","DigestiveSystem",2012,1
